"","meta_c_group_1"
"28343","Breast cancer specific luminal cell"
"28344","Breast cancer specific luminal cell"
"28345","Breast cancer specific luminal cell"
"28346","Breast cancer specific luminal cell"
"28347","Breast cancer specific luminal cell"
"28348","Breast cancer specific luminal cell"
"28349","Breast cancer specific luminal cell"
"28350","Breast cancer specific luminal cell"
"28351","Breast cancer specific luminal cell"
"28352","Breast cancer specific luminal cell"
"28353","Breast cancer specific luminal cell"
"28354","Breast cancer specific luminal cell"
"28355","Breast cancer specific luminal cell"
"28356","Breast cancer specific luminal cell"
"28357","Breast cancer specific luminal cell"
"28358","Breast cancer specific luminal cell"
"28359","Breast cancer specific luminal cell"
"28360","Breast cancer specific luminal cell"
"28361","Breast cancer specific luminal cell"
"28362","Breast cancer specific luminal cell"
"28363","Breast cancer specific luminal cell"
"28364","Breast cancer specific luminal cell"
"28365","Breast cancer specific luminal cell"
"28366","Breast cancer specific luminal cell"
"28367","Breast cancer specific luminal cell"
"28368","Breast cancer specific luminal cell"
"28369","Breast cancer specific luminal cell"
"28370","Breast cancer specific luminal cell"
"28371","Breast cancer specific luminal cell"
"28372","Breast cancer specific luminal cell"
"28373","Breast cancer specific luminal cell"
"28374","Breast cancer specific luminal cell"
"28375","Breast cancer specific luminal cell"
"28376","Breast cancer specific luminal cell"
"28377","Breast cancer specific luminal cell"
"28378","Breast cancer specific luminal cell"
"28379","Breast cancer specific luminal cell"
"28380","Breast cancer specific luminal cell"
"28381","Breast cancer specific luminal cell"
"28382","Breast cancer specific luminal cell"
"28383","Breast cancer specific luminal cell"
"28384","Breast cancer specific luminal cell"
"28385","Breast cancer specific luminal cell"
"28386","Breast cancer specific luminal cell"
"28387","Breast cancer specific luminal cell"
"28388","Breast cancer specific luminal cell"
"28389","Breast cancer specific luminal cell"
"28390","Breast cancer specific luminal cell"
"28391","Breast cancer specific luminal cell"
"28392","Breast cancer specific luminal cell"
"28393","Breast cancer specific luminal cell"
"28394","Breast cancer specific luminal cell"
"28395","Breast cancer specific luminal cell"
"28396","Breast cancer specific luminal cell"
"28397","Breast cancer specific luminal cell"
"28398","Breast cancer specific luminal cell"
"28399","Breast cancer specific luminal cell"
"28400","Breast cancer specific luminal cell"
"28401","Breast cancer specific luminal cell"
"28402","Breast cancer specific luminal cell"
"28403","Breast cancer specific luminal cell"
"28404","Breast cancer specific luminal cell"
"28405","Breast cancer specific luminal cell"
"28406","Breast cancer specific luminal cell"
"28407","Breast cancer specific luminal cell"
"28408","Breast cancer specific luminal cell"
"28409","Breast cancer specific luminal cell"
"28410","Breast cancer specific luminal cell"
"28411","Breast cancer specific luminal cell"
"28412","Breast cancer specific luminal cell"
"28413","Breast cancer specific luminal cell"
"28414","Breast cancer specific luminal cell"
"28415","Breast cancer specific luminal cell"
"28416","Breast cancer specific luminal cell"
"28417","Breast cancer specific luminal cell"
"28418","Breast cancer specific luminal cell"
"28419","Breast cancer specific luminal cell"
"28420","Breast cancer specific luminal cell"
"28421","Breast cancer specific luminal cell"
"28422","Breast cancer specific luminal cell"
"28423","Breast cancer specific luminal cell"
"28424","Breast cancer specific luminal cell"
"28425","Breast cancer specific luminal cell"
"28426","Breast cancer specific luminal cell"
"28427","Breast cancer specific luminal cell"
"28428","Breast cancer specific luminal cell"
"28429","Breast cancer specific luminal cell"
"28430","Breast cancer specific luminal cell"
"28431","Breast cancer specific luminal cell"
"28432","Breast cancer specific luminal cell"
"28433","Breast cancer specific luminal cell"
"28434","Breast cancer specific luminal cell"
"28435","Breast cancer specific luminal cell"
"28436","Breast cancer specific luminal cell"
"28437","Breast cancer specific luminal cell"
"28438","Breast cancer specific luminal cell"
"28439","Breast cancer specific luminal cell"
"28440","Breast cancer specific luminal cell"
"28441","Breast cancer specific luminal cell"
"28442","Breast cancer specific luminal cell"
"28443","Breast cancer specific luminal cell"
"28444","Breast cancer specific luminal cell"
"28445","Breast cancer specific luminal cell"
"28446","Breast cancer specific luminal cell"
"28447","Breast cancer specific luminal cell"
"28448","Breast cancer specific luminal cell"
"28449","Breast cancer specific luminal cell"
"28450","Breast cancer specific luminal cell"
"28451","Breast cancer specific luminal cell"
"28452","Breast cancer specific luminal cell"
"28453","Breast cancer specific luminal cell"
"28454","Breast cancer specific luminal cell"
"28455","Breast cancer specific luminal cell"
"28456","Breast cancer specific luminal cell"
"28457","Breast cancer specific luminal cell"
"28458","Breast cancer specific luminal cell"
"28459","Breast cancer specific luminal cell"
"28460","Breast cancer specific luminal cell"
"28461","Breast cancer specific luminal cell"
"28462","Breast cancer specific luminal cell"
"28463","Breast cancer specific luminal cell"
"28464","Breast cancer specific luminal cell"
"28465","Breast cancer specific luminal cell"
"28466","Breast cancer specific luminal cell"
"28467","Breast cancer specific luminal cell"
"28468","Breast cancer specific luminal cell"
"28469","Breast cancer specific luminal cell"
"28470","Breast cancer specific luminal cell"
"28471","Breast cancer specific luminal cell"
"28472","Breast cancer specific luminal cell"
"28473","Breast cancer specific luminal cell"
"28474","Breast cancer specific luminal cell"
"28475","Breast cancer specific luminal cell"
"28476","Breast cancer specific luminal cell"
"28477","Breast cancer specific luminal cell"
"28478","Breast cancer specific luminal cell"
"28479","Breast cancer specific luminal cell"
"28480","Breast cancer specific luminal cell"
"28481","Breast cancer specific luminal cell"
"28482","Breast cancer specific luminal cell"
"28483","Breast cancer specific luminal cell"
"28484","Breast cancer specific luminal cell"
"28485","Breast cancer specific luminal cell"
"28486","Breast cancer specific luminal cell"
"28487","Breast cancer specific luminal cell"
"28488","Breast cancer specific luminal cell"
"28489","Breast cancer specific luminal cell"
"28490","Breast cancer specific luminal cell"
"28491","Breast cancer specific luminal cell"
"28492","Breast cancer specific luminal cell"
"28493","Breast cancer specific luminal cell"
"28494","Breast cancer specific luminal cell"
"28495","Breast cancer specific luminal cell"
"28496","Breast cancer specific luminal cell"
"28497","Breast cancer specific luminal cell"
"28498","Breast cancer specific luminal cell"
"28499","Breast cancer specific luminal cell"
"28500","Breast cancer specific luminal cell"
"28501","Breast cancer specific luminal cell"
"28502","Breast cancer specific luminal cell"
"28503","Breast cancer specific luminal cell"
"28504","Breast cancer specific luminal cell"
"28505","Breast cancer specific luminal cell"
"28506","Breast cancer specific luminal cell"
"28507","Breast cancer specific luminal cell"
"28508","Breast cancer specific luminal cell"
"28509","Breast cancer specific luminal cell"
"28510","Breast cancer specific luminal cell"
"28511","Breast cancer specific luminal cell"
"28512","Breast cancer specific luminal cell"
"28513","Breast cancer specific luminal cell"
"28514","Breast cancer specific luminal cell"
"28515","Breast cancer specific luminal cell"
"28516","Breast cancer specific luminal cell"
"28517","Breast cancer specific luminal cell"
"28518","Breast cancer specific luminal cell"
"28519","Breast cancer specific luminal cell"
"28520","Breast cancer specific luminal cell"
"28521","Breast cancer specific luminal cell"
"28522","Breast cancer specific luminal cell"
"28523","Breast cancer specific luminal cell"
"28524","Breast cancer specific luminal cell"
"28525","Breast cancer specific luminal cell"
"28526","Breast cancer specific luminal cell"
"28527","Breast cancer specific luminal cell"
"28528","Breast cancer specific luminal cell"
"28529","Breast cancer specific luminal cell"
"28530","Breast cancer specific luminal cell"
"28531","Breast cancer specific luminal cell"
"28532","Breast cancer specific luminal cell"
"28533","Breast cancer specific luminal cell"
"28534","Breast cancer specific luminal cell"
"28535","Breast cancer specific luminal cell"
"28536","Breast cancer specific luminal cell"
"28537","Breast cancer specific luminal cell"
"28538","Breast cancer specific luminal cell"
"28539","Breast cancer specific luminal cell"
"28540","Breast cancer specific luminal cell"
"28541","Breast cancer specific luminal cell"
"28542","Breast cancer specific luminal cell"
"28543","Breast cancer specific luminal cell"
"28544","Breast cancer specific luminal cell"
"28545","Breast cancer specific luminal cell"
"28546","Breast cancer specific luminal cell"
"28547","Breast cancer specific luminal cell"
"28548","Breast cancer specific luminal cell"
"28549","Breast cancer specific luminal cell"
"28550","Breast cancer specific luminal cell"
"28551","Breast cancer specific luminal cell"
"28552","Breast cancer specific luminal cell"
"28553","Breast cancer specific luminal cell"
"28554","Breast cancer specific luminal cell"
"28555","Breast cancer specific luminal cell"
"28556","Breast cancer specific luminal cell"
"28557","Breast cancer specific luminal cell"
"28558","Breast cancer specific luminal cell"
"28559","Breast cancer specific luminal cell"
"28560","Breast cancer specific luminal cell"
"28561","Breast cancer specific luminal cell"
"28562","Breast cancer specific luminal cell"
"28563","Breast cancer specific luminal cell"
"28564","Breast cancer specific luminal cell"
"28565","Breast cancer specific luminal cell"
"28566","Breast cancer specific luminal cell"
"28567","Breast cancer specific luminal cell"
"28568","Breast cancer specific luminal cell"
"28569","Breast cancer specific luminal cell"
"28570","Breast cancer specific luminal cell"
"28571","Breast cancer specific luminal cell"
"28572","Breast cancer specific luminal cell"
"28573","Breast cancer specific luminal cell"
"28574","Breast cancer specific luminal cell"
"28575","Breast cancer specific luminal cell"
"28576","Breast cancer specific luminal cell"
"28577","Breast cancer specific luminal cell"
"28578","Breast cancer specific luminal cell"
"28579","Breast cancer specific luminal cell"
"28580","Breast cancer specific luminal cell"
"28581","Breast cancer specific luminal cell"
"28582","Breast cancer specific luminal cell"
"28583","Breast cancer specific luminal cell"
"28584","Breast cancer specific luminal cell"
"28585","Breast cancer specific luminal cell"
